Year,Month,Day,Hour,Tair,Tdew,RelH,WndS,WndD,Pres
2015,4,16,12,0.2,-7.6,56.0,18.0,350.0,1022.0
2015,4,16,13,0.1,-7.7,56.0,17.0,330.0,1022.0
2015,4,16,14,0.1,-7.7,56.0,16.0,320.0,1021.5
2015,4,16,15,0.2,-8.5,52.0,14.0,330.0,1020.9
2015,4,16,16,0.9,-8.7,49.0,6.0,310.0,1019.9
2015,4,16,17,1.7,-7.4,51.0,3.0,150.0,1018.7
2015,4,16,18,-0.1,-6.5,62.0,22.0,180.0,1018.3
2015,4,16,19,-1.5,-6.9,67.0,18.0,180.0,1017.5
2015,4,16,20,-2.1,-6.9,70.0,16.0,160.0,1017.0
2015,4,16,21,-1.4,-7.4,64.0,17.0,180.0,1016.7
2015,4,16,22,-1.2,-5.8,71.0,16.0,180.0,1015.7
2015,4,16,23,-0.9,-6.1,68.0,17.0,190.0,1014.9
2015,4,17,0,-0.5,-6.3,65.0,19.0,190.0,1013.5
2015,4,17,1,0.0,-5.8,65.0,23.0,200.0,1012.1
2015,4,17,2,0.0,-5.0,69.0,25.0,190.0,1010.0
2015,4,17,3,0.6,-4.8,67.0,21.0,200.0,1008.9
2015,4,17,4,1.7,-4.4,64.0,23.0,220.0,1007.4
2015,4,17,5,2.5,-3.4,65.0,20.0,220.0,1006.6
2015,4,17,6,2.9,-2.4,68.0,23.0,220.0,1006.2
2015,4,17,7,3.7,-1.9,67.0,21.0,230.0,1005.9
2015,4,17,8,4.4,-1.2,67.0,23.0,230.0,1005.1
2015,4,17,9,5.0,-0.8,66.0,25.0,240.0,1004.1
2015,4,17,10,5.6,-0.5,65.0,16.0,220.0,1003.0
2015,4,17,11,7.2,-0.3,59.0,19.0,240.0,1002.5
2015,4,17,12,8.3,0.8,59.0,21.0,240.0,1001.9
2015,4,17,13,8.8,1.3,59.0,24.0,210.0,1000.4
2015,4,17,14,6.8,1.5,69.0,20.0,240.0,1000.5
2015,4,17,15,6.7,2.2,73.0,16.0,240.0,999.4
2015,4,17,16,5.9,2.4,78.0,14.0,230.0,998.9
2015,4,17,17,7.3,2.2,70.0,15.0,220.0,998.3
2015,4,17,18,6.6,2.3,74.0,15.0,230.0,998.6
2015,4,17,19,6.0,2.1,76.0,23.0,240.0,998.8
2015,4,17,20,5.0,2.2,82.0,13.0,230.0,999.0
2015,4,17,21,5.0,2.4,83.0,18.0,240.0,999.1
2015,4,17,22,4.2,2.2,87.0,13.0,320.0,999.6
2015,4,17,23,4.4,3.7,95.0,7.0,280.0,999.5
2015,4,18,0,3.6,2.9,95.0,14.0,230.0,999.7
2015,4,18,1,3.3,2.7,96.0,11.0,260.0,1000.1
2015,4,18,2,4.2,1.9,85.0,15.0,300.0,1000.8
2015,4,18,3,1.9,-0.2,86.0,16.0,330.0,1001.6
2015,4,18,4,1.2,-0.7,87.0,17.0,340.0,1002.8
2015,4,18,5,0.6,-0.9,90.0,14.0,340.0,1004.0
2015,4,18,6,0.6,-1.3,87.0,22.0,350.0,1005.1
2015,4,18,7,1.3,-1.6,81.0,16.0,350.0,1006.2
2015,4,18,8,1.3,-2.5,76.0,18.0,350.0,1006.7
2015,4,18,9,1.5,-2.6,74.0,22.0,10.0,1007.4
2015,4,18,10,1.9,-3.2,69.0,22.0,350.0,1007.8
2015,4,18,11,2.2,-4.1,63.0,20.0,350.0,1007.9
2015,4,18,12,2.0,-5.0,60.0,25.0,350.0,1008.8
2015,4,18,13,1.8,-4.5,63.0,18.0,320.0,1009.9
2015,4,18,14,1.5,-4.2,66.0,17.0,320.0,1010.6
2015,4,18,15,1.1,-4.4,67.0,18.0,360.0,1010.5
2015,4,18,16,1.3,-4.8,64.0,17.0,360.0,1010.1
2015,4,18,17,0.6,-4.3,70.0,18.0,10.0,1010.0
2015,4,18,18,-0.5,-3.9,78.0,17.0,40.0,1010.6
2015,4,18,19,-1.7,-3.7,86.0,16.0,40.0,1010.9
2015,4,18,20,-2.6,-4.3,88.0,12.0,40.0,1011.4
2015,4,18,21,-1.9,-4.3,84.0,10.0,60.0,1012.3
2015,4,18,22,-1.6,-4.1,83.0,6.0,120.0,1012.8
2015,4,18,23,-1.9,-3.9,86.0,8.0,60.0,1012.6
2015,4,19,0,-2.8,-5.1,84.0,10.0,40.0,1012.5
2015,4,19,1,-3.8,-4.6,94.0,6.0,20.0,1013.2
2015,4,19,2,-3.9,-5.2,91.0,5.0,10.0,1013.4
2015,4,19,3,-4.5,-5.8,91.0,5.0,30.0,1013.5
2015,4,19,4,-4.4,-5.4,93.0,8.0,320.0,1013.9
2015,4,19,5,-3.8,-5.5,88.0,6.0,330.0,1014.7
2015,4,19,6,-3.8,-5.2,90.0,6.0,320.0,1015.7
2015,4,19,7,-2.5,-4.8,84.0,8.0,350.0,1016.7
2015,4,19,8,-0.8,-4.9,74.0,13.0,360.0,1017.1
2015,4,19,9,0.2,-4.8,69.0,10.0,360.0,1017.2
2015,4,19,10,1.0,-6.1,59.0,13.0,40.0,1016.8
2015,4,19,11,1.3,-7.0,54.0,7.0,60.0,1016.9
2015,4,19,12,1.7,-6.9,53.0,5.0,100.0,1016.6
2015,4,19,13,2.4,-6.5,52.0,3.0,220.0,1016.5
2015,4,19,14,2.8,-7.4,47.0,5.0,250.0,1016.7
2015,4,19,15,2.8,-5.6,54.0,9.0,230.0,1016.8
2015,4,19,16,3.1,-4.8,56.0,1.0,360.0,1016.6
2015,4,19,17,2.9,-4.8,57.0,10.0,110.0,1016.1
2015,4,19,18,2.3,-5.4,57.0,8.0,170.0,1016.5
2015,4,19,19,0.3,-6.6,60.0,12.0,180.0,1017.0
2015,4,19,20,-1.0,-5.4,72.0,12.0,170.0,1017.5
2015,4,19,21,-1.7,-5.9,73.0,13.0,170.0,1017.8
2015,4,19,22,-1.9,-6.7,70.0,11.0,160.0,1018.1
2015,4,19,23,-2.2,-7.9,65.0,13.0,160.0,1017.9
2015,4,20,0,-1.5,-6.9,67.0,12.0,160.0,1017.8
2015,4,20,1,-1.9,-7.6,65.0,14.0,160.0,1017.6
2015,4,20,2,-2.7,-6.7,74.0,10.0,160.0,1017.6
2015,4,20,3,-2.7,-6.9,73.0,7.0,150.0,1018.0
2015,4,20,4,-3.4,-6.9,77.0,4.0,140.0,1018.4
2015,4,20,5,-4.9,-6.4,89.0,2.0,360.0,1019.0
2015,4,20,6,-4.8,-6.8,86.0,3.0,360.0,1019.7
2015,4,20,7,-1.3,-5.7,72.0,5.0,140.0,1020.8
2015,4,20,8,0.9,-3.8,71.0,1.0,360.0,1021.5
2015,4,20,9,2.3,-3.2,67.0,6.0,80.0,1022.2
2015,4,20,10,4.1,-2.8,61.0,5.0,110.0,1022.6
2015,4,20,11,5.3,-5.1,47.0,16.0,100.0,1022.5
2015,4,20,12,6.1,-7.5,37.0,19.0,110.0,1022.0
2015,4,20,13,6.3,-8.5,34.0,16.0,110.0,1022.0
2015,4,20,14,6.8,-5.5,41.0,16.0,100.0,1022.1
2015,4,20,15,7.0,-6.0,39.0,11.0,110.0,1021.8
2015,4,20,16,7.5,-6.3,37.0,13.0,100.0,1021.4
2015,4,20,17,6.8,-4.9,43.0,17.0,100.0,1021.4
2015,4,20,18,4.9,-7.0,42.0,20.0,110.0,1021.5
2015,4,20,19,3.2,-6.0,51.0,17.0,100.0,1021.6
2015,4,20,20,2.0,-5.2,59.0,16.0,100.0,1021.5
2015,4,20,21,2.0,-4.1,64.0,14.0,120.0,1021.8
2015,4,20,22,1.8,-3.9,66.0,12.0,120.0,1021.7
2015,4,20,23,2.0,-3.9,65.0,13.0,140.0,1021.3
2015,4,21,0,1.2,-1.5,82.0,23.0,150.0,1021.5
2015,4,21,1,0.4,-1.5,87.0,20.0,150.0,1021.4
2015,4,21,2,0.4,-0.9,91.0,25.0,150.0,1020.3
2015,4,21,3,0.5,-0.7,92.0,14.0,140.0,1019.5
2015,4,21,4,0.7,-0.6,91.0,21.0,140.0,1018.8
2015,4,21,5,0.8,-0.8,89.0,22.0,140.0,1018.1
2015,4,21,6,1.1,-1.0,86.0,23.0,140.0,1018.1
2015,4,21,7,2.0,-1.4,78.0,28.0,140.0,1017.6
2015,4,21,8,2.9,-2.4,68.0,30.0,140.0,1017.2
2015,4,21,9,4.2,-2.4,62.0,23.0,130.0,1016.6
2015,4,21,10,5.4,-2.7,56.0,31.0,130.0,1015.6
2015,4,21,11,6.1,-1.5,58.0,32.0,130.0,1014.4
2015,4,21,12,6.4,-1.5,57.0,34.0,140.0,1013.3
2015,4,21,13,5.3,-1.8,60.0,32.0,140.0,1012.4
2015,4,21,14,5.4,-2.0,59.0,30.0,140.0,1011.6
2015,4,21,15,5.1,0.1,70.0,36.0,130.0,1010.7
2015,4,21,16,3.3,1.5,88.0,34.0,130.0,1009.6
2015,4,21,17,2.8,1.6,92.0,30.0,130.0,1008.5
2015,4,21,18,2.4,1.4,93.0,27.0,130.0,1008.1
2015,4,21,19,2.3,1.4,94.0,30.0,130.0,1006.8
2015,4,21,20,2.5,1.8,95.0,33.0,120.0,1006.3
2015,4,21,21,2.2,1.5,95.0,26.0,120.0,1005.7
2015,4,21,22,2.4,1.7,95.0,22.0,120.0,1004.8
2015,4,21,23,2.5,1.9,96.0,26.0,130.0,1004.3
2015,4,22,0,2.5,1.9,96.0,27.0,120.0,1003.7
2015,4,22,1,2.8,2.4,97.0,23.0,140.0,1003.2
2015,4,22,2,3.0,2.3,95.0,26.0,130.0,1002.7
2015,4,22,3,2.9,2.3,96.0,26.0,130.0,1002.1
2015,4,22,4,2.8,2.2,96.0,23.0,130.0,1001.7
2015,4,22,5,2.5,1.9,96.0,18.0,140.0,1001.9
2015,4,22,6,2.1,1.7,97.0,12.0,150.0,1002.6
2015,4,22,7,1.9,1.6,98.0,13.0,120.0,1002.9
2015,4,22,8,1.9,1.6,98.0,16.0,120.0,1002.5
2015,4,22,9,2.0,1.7,98.0,19.0,120.0,1002.3
2015,4,22,10,2.2,1.9,98.0,15.0,120.0,1002.5
2015,4,22,11,2.6,2.3,98.0,16.0,120.0,1002.4
2015,4,22,12,3.2,2.9,98.0,15.0,130.0,1002.1
2015,4,22,13,3.7,3.4,98.0,9.0,130.0,1002.0
2015,4,22,14,3.6,3.3,98.0,8.0,130.0,1002.0
2015,4,22,15,3.7,3.6,99.0,7.0,110.0,1002.1
2015,4,22,16,3.7,3.6,99.0,9.0,120.0,1002.2
2015,4,22,17,3.8,3.7,99.0,5.0,140.0,1002.7
2015,4,22,18,3.8,3.7,99.0,10.0,140.0,1002.6
2015,4,22,19,3.3,3.2,99.0,6.0,130.0,1003.1
2015,4,22,20,2.6,2.5,99.0,8.0,130.0,1004.0
2015,4,22,21,2.3,2.2,99.0,9.0,150.0,1004.5
2015,4,22,22,2.2,2.1,99.0,7.0,160.0,1004.5
2015,4,22,23,1.6,1.5,99.0,10.0,120.0,1004.4
2015,4,23,0,1.4,1.3,99.0,9.0,150.0,1004.7
2015,4,23,1,1.1,1.0,99.0,8.0,110.0,1004.1
2015,4,23,2,0.8,0.7,99.0,6.0,110.0,1003.7
2015,4,23,3,0.6,0.5,99.0,9.0,90.0,1003.4
2015,4,23,4,0.3,0.2,99.0,8.0,110.0,1003.2
2015,4,23,5,0.2,0.1,99.0,14.0,100.0,1002.9
2015,4,23,6,-0.1,-0.2,99.0,14.0,100.0,1002.8
2015,4,23,7,-0.1,-0.8,95.0,16.0,130.0,1004.3
2015,4,23,8,0.8,-0.4,92.0,16.0,120.0,1004.1
2015,4,23,9,2.0,0.2,88.0,20.0,130.0,1003.5
2015,4,23,10,2.5,0.6,87.0,24.0,110.0,1002.0
2015,4,23,11,3.8,1.2,83.0,23.0,110.0,1001.4
2015,4,23,12,4.5,1.4,80.0,25.0,100.0,1000.8
2015,4,23,13,4.6,1.1,78.0,22.0,110.0,999.9
2015,4,23,14,4.5,1.4,80.0,16.0,120.0,999.5
2015,4,23,15,3.8,1.2,83.0,21.0,100.0,999.2
2015,4,23,16,3.6,0.8,82.0,21.0,120.0,999.2
2015,4,23,17,3.3,1.2,86.0,15.0,100.0,998.8
2015,4,23,18,2.8,1.0,88.0,16.0,100.0,998.3
2015,4,23,19,2.3,0.7,89.0,18.0,110.0,998.1
2015,4,23,20,1.7,0.5,92.0,18.0,100.0,997.7
2015,4,23,21,1.1,0.5,96.0,21.0,120.0,997.9
2015,4,23,22,1.1,0.4,95.0,24.0,80.0,996.2
2015,4,23,23,1.0,0.3,95.0,13.0,120.0,995.9
2015,4,24,0,1.0,0.1,94.0,19.0,130.0,995.6
2015,4,24,1,0.6,0.2,97.0,12.0,120.0,995.2
2015,4,24,2,0.7,0.3,97.0,20.0,110.0,994.6
2015,4,24,3,0.5,0.2,98.0,13.0,90.0,994.4
2015,4,24,4,0.6,0.3,98.0,12.0,90.0,994.1
2015,4,24,5,0.7,0.4,98.0,9.0,100.0,993.9
2015,4,24,6,0.9,0.8,99.0,11.0,100.0,993.8
2015,4,24,7,1.2,1.1,99.0,11.0,120.0,993.5
2015,4,24,8,1.6,1.3,98.0,9.0,120.0,993.6
2015,4,24,9,2.4,2.0,97.0,11.0,170.0,993.7
2015,4,24,10,3.3,2.6,95.0,14.0,170.0,993.5
2015,4,24,11,4.0,2.2,88.0,18.0,170.0,993.8
2015,4,24,12,4.6,2.0,83.0,16.0,200.0,993.4
2015,4,24,13,5.4,2.6,82.0,21.0,170.0,993.4
2015,4,24,14,5.4,2.4,81.0,15.0,180.0,993.6
2015,4,24,15,5.6,2.3,79.0,10.0,150.0,993.6
2015,4,24,16,6.3,2.0,74.0,10.0,180.0,993.6
2015,4,24,17,6.4,1.3,70.0,8.0,220.0,993.8
2015,4,24,18,6.0,1.5,73.0,5.0,150.0,994.0
2015,4,24,19,4.8,1.5,79.0,9.0,130.0,994.6
2015,4,24,20,3.2,1.1,86.0,7.0,170.0,995.0
2015,4,24,21,2.5,0.9,89.0,9.0,140.0,995.3
2015,4,24,22,2.1,0.8,91.0,9.0,100.0,995.4
2015,4,24,23,1.6,0.7,94.0,6.0,160.0,995.4
2015,4,25,0,0.7,0.0,95.0,2.0,360.0,995.1
2015,4,25,1,0.9,0.6,98.0,5.0,150.0,995.6
2015,4,25,2,1.5,0.6,94.0,7.0,190.0,995.7
2015,4,25,3,0.7,0.1,96.0,3.0,130.0,995.8
2015,4,25,4,1.3,0.9,97.0,8.0,240.0,995.6
2015,4,25,5,0.9,0.5,97.0,4.0,120.0,995.9
2015,4,25,6,0.8,0.4,97.0,4.0,150.0,996.2
2015,4,25,7,1.3,0.7,96.0,3.0,290.0,996.4
2015,4,25,8,3.1,1.9,92.0,3.0,300.0,996.4
2015,4,25,9,3.6,1.5,86.0,6.0,250.0,996.6
2015,4,25,10,4.4,2.3,86.0,6.0,100.0,997.1
2015,4,25,11,5.5,2.3,80.0,5.0,170.0,997.2
2015,4,25,12,5.8,2.1,77.0,9.0,270.0,996.9
2015,4,25,13,7.1,2.4,72.0,14.0,270.0,997.0
2015,4,25,14,6.7,2.2,73.0,5.0,320.0,996.6
2015,4,25,15,6.7,2.8,76.0,15.0,10.0,996.6
2015,4,25,16,4.3,1.8,84.0,14.0,360.0,996.7
2015,4,25,17,2.9,1.3,89.0,18.0,20.0,996.9
2015,4,25,18,2.2,1.0,92.0,7.0,350.0,996.8
2015,4,25,19,1.9,0.7,92.0,4.0,20.0,997.0
2015,4,25,20,0.5,0.1,97.0,6.0,330.0,997.9
2015,4,25,21,-0.5,-0.9,97.0,5.0,350.0,997.8
2015,4,25,22,-0.2,-0.5,98.0,5.0,160.0,997.5
2015,4,25,23,-0.5,-0.9,97.0,6.0,240.0,997.3
2015,4,26,0,-0.7,-1.6,94.0,5.0,190.0,997.1
2015,4,26,1,-2.1,-2.4,98.0,5.0,120.0,997.4
2015,4,26,2,-3.4,-3.5,99.0,1.0,360.0,997.2
2015,4,26,3,-1.9,-2.0,99.0,6.0,80.0,997.6
2015,4,26,4,-2.2,-2.3,99.0,2.0,360.0,997.1
2015,4,26,5,-3.0,-3.3,98.0,5.0,330.0,997.0
2015,4,26,6,-2.2,-2.5,98.0,4.0,60.0,997.2
2015,4,26,7,-1.2,-1.5,98.0,1.0,0.0,997.5
2015,4,26,8,-0.3,-0.4,99.0,1.0,360.0,997.3
2015,4,26,9,0.3,0.2,99.0,6.0,320.0,997.2
2015,4,26,10,1.0,0.9,99.0,9.0,300.0,997.0
2015,4,26,11,1.5,1.2,98.0,14.0,350.0,996.6
2015,4,26,12,1.5,0.8,95.0,19.0,10.0,996.8
2015,4,26,13,1.4,0.5,94.0,13.0,320.0,996.2
2015,4,26,14,1.5,0.8,95.0,13.0,320.0,996.0
2015,4,26,15,1.2,0.3,94.0,17.0,330.0,995.6
2015,4,26,16,1.1,0.4,95.0,16.0,340.0,995.6
2015,4,26,17,0.9,0.2,95.0,16.0,340.0,995.2
2015,4,26,18,0.7,0.1,96.0,17.0,330.0,994.9
2015,4,26,19,0.5,0.2,98.0,14.0,330.0,994.8
2015,4,26,20,0.4,0.1,98.0,17.0,320.0,994.6
2015,4,26,21,0.6,0.5,99.0,16.0,320.0,994.0
2015,4,26,22,0.7,0.6,99.0,16.0,330.0,993.4
2015,4,26,23,0.4,0.3,99.0,14.0,320.0,992.8
2015,4,27,0,0.4,0.3,99.0,11.0,310.0,991.7
2015,4,27,1,0.3,0.2,99.0,13.0,320.0,991.3
2015,4,27,2,0.3,0.0,98.0,14.0,300.0,990.6
2015,4,27,3,0.4,0.1,98.0,12.0,300.0,990.0
2015,4,27,4,0.4,0.1,98.0,15.0,320.0,989.3
2015,4,27,5,0.6,0.5,99.0,11.0,340.0,988.9
2015,4,27,6,1.0,0.9,99.0,10.0,350.0,988.2
2015,4,27,7,1.2,1.1,99.0,17.0,360.0,987.6
2015,4,27,8,0.8,0.5,98.0,20.0,40.0,987.6
2015,4,27,9,1.7,1.1,96.0,34.0,40.0,987.9
2015,4,27,10,1.6,0.9,95.0,32.0,40.0,988.4
2015,4,27,11,1.2,0.6,96.0,36.0,40.0,988.7
2015,4,27,12,1.6,0.9,95.0,30.0,40.0,988.9
2015,4,27,13,2.6,1.4,92.0,19.0,40.0,989.4
2015,4,27,14,3.3,2.0,91.0,17.0,80.0,990.3
2015,4,27,15,3.0,1.2,88.0,26.0,90.0,991.2
2015,4,27,16,3.6,1.0,83.0,26.0,80.0,992.5
2015,4,27,17,2.8,1.0,88.0,25.0,80.0,993.5
2015,4,27,18,2.7,0.9,88.0,22.0,80.0,994.9
2015,4,27,19,2.4,0.8,89.0,21.0,70.0,996.3
2015,4,27,20,2.4,0.9,90.0,18.0,70.0,997.4
2015,4,27,21,1.8,0.5,91.0,16.0,30.0,998.4
2015,4,27,22,1.7,0.2,90.0,18.0,30.0,998.3
2015,4,27,23,0.4,-0.6,93.0,25.0,30.0,998.3
2015,4,28,0,0.6,0.0,96.0,23.0,20.0,998.3
2015,4,28,1,1.0,0.1,94.0,16.0,360.0,997.9
2015,4,28,2,0.3,-0.4,95.0,12.0,360.0,997.4
2015,4,28,3,0.4,-0.3,95.0,14.0,350.0,997.0
2015,4,28,4,-0.6,-0.9,98.0,12.0,350.0,996.3
2015,4,28,5,-1.0,-1.1,99.0,19.0,340.0,995.4
2015,4,28,6,-0.2,-0.3,99.0,21.0,330.0,994.1
2015,4,28,7,0.2,-0.1,98.0,19.0,340.0,992.7
2015,4,28,8,0.3,-0.1,97.0,21.0,340.0,991.5
2015,4,28,9,0.4,0.0,97.0,24.0,340.0,990.2
2015,4,28,10,0.5,-0.1,96.0,20.0,340.0,988.9
2015,4,28,11,0.9,0.2,95.0,21.0,350.0,987.7
2015,4,28,12,0.7,0.0,95.0,26.0,360.0,986.5
2015,4,28,13,0.8,0.1,95.0,29.0,10.0,985.6
2015,4,28,14,0.8,-0.1,94.0,29.0,10.0,985.3
2015,4,28,15,0.9,0.3,96.0,32.0,10.0,984.9
2015,4,28,16,0.8,0.4,97.0,33.0,10.0,984.8
2015,4,28,17,0.7,0.4,98.0,29.0,30.0,985.4
2015,4,28,18,0.6,0.5,99.0,24.0,40.0,986.4
2015,4,28,19,0.4,0.3,99.0,16.0,30.0,987.7
2015,4,28,20,0.3,0.2,99.0,16.0,30.0,988.8
2015,4,28,21,-0.3,-0.4,99.0,16.0,10.0,989.7
2015,4,28,22,-0.7,-0.8,99.0,16.0,10.0,990.1
2015,4,28,23,-1.0,-1.1,99.0,16.0,10.0,990.8
2015,4,29,0,-0.9,-1.0,99.0,12.0,340.0,991.2
2015,4,29,1,-0.9,-1.0,99.0,8.0,10.0,991.7
2015,4,29,2,-1.1,-1.2,99.0,15.0,350.0,992.1
2015,4,29,3,-1.1,-1.2,99.0,13.0,10.0,992.5
2015,4,29,4,-1.0,-1.1,99.0,15.0,360.0,992.7
2015,4,29,5,-0.8,-0.9,99.0,14.0,360.0,993.2
2015,4,29,6,-0.8,-0.9,99.0,20.0,10.0,994.0
2015,4,29,7,-0.6,-0.7,99.0,24.0,10.0,994.6
2015,4,29,8,0.0,-0.1,99.0,13.0,350.0,995.0
2015,4,29,9,0.7,0.4,98.0,15.0,350.0,995.4
2015,4,29,10,1.3,0.7,96.0,18.0,360.0,995.7
2015,4,29,11,1.3,0.7,96.0,15.0,350.0,995.7
2015,4,29,12,0.9,0.5,97.0,22.0,350.0,995.9
2015,4,29,13,1.0,0.6,97.0,26.0,350.0,995.6
2015,4,29,14,1.2,0.8,97.0,24.0,350.0,995.6
2015,4,29,15,1.0,0.6,97.0,22.0,350.0,995.9
2015,4,29,16,1.0,0.6,97.0,22.0,350.0,996.2
2015,4,29,17,0.9,0.5,97.0,23.0,350.0,996.6
2015,4,29,18,0.6,0.2,97.0,14.0,340.0,996.8
2015,4,29,19,0.6,0.3,98.0,14.0,350.0,997.0
2015,4,29,20,0.8,0.5,98.0,18.0,360.0,997.2
2015,4,29,21,0.8,0.5,98.0,23.0,360.0,997.4
2015,4,29,22,0.6,0.3,98.0,26.0,10.0,997.2
2015,4,29,23,0.5,0.2,98.0,27.0,20.0,997.1
2015,4,30,0,0.5,0.2,98.0,23.0,20.0,997.2
2015,4,30,1,0.4,0.1,98.0,29.0,20.0,997.4
2015,4,30,2,0.4,0.1,98.0,26.0,20.0,997.7
2015,4,30,3,0.4,0.1,98.0,23.0,20.0,998.3
2015,4,30,4,0.4,0.3,99.0,25.0,30.0,998.8
2015,4,30,5,0.5,0.2,98.0,22.0,20.0,999.4
2015,4,30,6,0.6,0.5,99.0,25.0,30.0,1000.3
2015,4,30,7,0.8,0.7,99.0,26.0,10.0,1001.3
2015,4,30,8,1.2,1.1,99.0,21.0,20.0,1002.0
2015,4,30,9,1.7,1.3,97.0,26.0,30.0,1002.6
2015,4,30,10,2.5,1.9,96.0,28.0,20.0,1003.2
2015,4,30,11,2.6,2.0,96.0,27.0,30.0,1003.7
2015,4,30,12,3.2,1.7,90.0,29.0,40.0,1004.2
2015,4,30,13,2.4,0.9,90.0,30.0,30.0,1004.7
2015,4,30,14,2.9,1.0,87.0,31.0,40.0,1004.9
2015,4,30,15,2.6,0.8,88.0,30.0,20.0,1005.3
2015,4,30,16,2.8,0.7,86.0,29.0,30.0,1005.9
2015,4,30,17,2.4,0.5,87.0,22.0,10.0,1006.5
2015,4,30,18,1.5,0.0,90.0,22.0,20.0,1006.8
2015,4,30,19,0.8,-0.2,93.0,16.0,360.0,1007.3
2015,4,30,20,0.6,-0.4,93.0,15.0,360.0,1007.8
2015,4,30,21,0.6,-0.4,93.0,14.0,350.0,1008.2
2015,4,30,22,0.5,-0.5,93.0,13.0,350.0,1008.4
2015,4,30,23,0.4,-0.5,94.0,15.0,350.0,1008.4
2015,5,1,0,0.2,-0.5,95.0,15.0,10.0,1008.6
2015,5,1,1,0.1,-0.6,95.0,14.0,360.0,1008.5
2015,5,1,2,0.1,-0.6,95.0,9.0,350.0,1008.6
2015,5,1,3,0.1,-0.6,95.0,10.0,350.0,1008.7
2015,5,1,4,0.1,-0.6,95.0,13.0,10.0,1008.5
2015,5,1,5,0.1,-0.6,95.0,10.0,360.0,1008.7
2015,5,1,6,0.3,-0.6,94.0,14.0,10.0,1009.1
2015,5,1,7,1.1,-0.4,90.0,14.0,360.0,1009.6
2015,5,1,8,1.9,-0.2,86.0,17.0,10.0,1010.0
2015,5,1,9,2.8,-0.3,80.0,18.0,10.0,1010.2
2015,5,1,10,3.4,0.5,81.0,19.0,10.0,1010.2
2015,5,1,11,4.1,0.6,78.0,15.0,360.0,1010.2
2015,5,1,12,4.9,0.7,74.0,19.0,30.0,1009.9
2015,5,1,13,5.4,0.4,70.0,25.0,40.0,1009.8
2015,5,1,14,5.2,-0.6,66.0,26.0,30.0,1009.8
2015,5,1,15,4.8,-0.4,69.0,18.0,20.0,1009.9
2015,5,1,16,4.5,-0.1,72.0,16.0,10.0,1009.8
2015,5,1,17,3.5,-0.7,74.0,13.0,30.0,1010.1
2015,5,1,18,3.1,-0.9,75.0,9.0,10.0,1010.1
2015,5,1,19,2.2,-0.7,81.0,12.0,360.0,1010.5
2015,5,1,20,1.5,-0.4,87.0,10.0,10.0,1010.9
2015,5,1,21,1.0,-0.6,89.0,5.0,10.0,1011.2
2015,5,1,22,0.7,-0.6,91.0,4.0,330.0,1011.2
2015,5,1,23,0.4,-0.6,93.0,2.0,360.0,1011.2
2015,5,2,0,0.4,-0.5,94.0,4.0,40.0,1011.0
2015,5,2,1,-0.1,-0.8,95.0,4.0,340.0,1010.8
2015,5,2,2,-1.0,-1.4,97.0,4.0,10.0,1010.6
2015,5,2,3,-0.3,-0.6,98.0,3.0,360.0,1010.8
2015,5,2,4,0.0,-0.4,97.0,6.0,340.0,1010.8
2015,5,2,5,0.1,-0.3,97.0,3.0,360.0,1011.0
2015,5,2,6,0.4,-0.2,96.0,3.0,50.0,1011.1
2015,5,2,7,0.8,-0.1,94.0,8.0,130.0,1011.7
2015,5,2,8,1.9,-0.5,84.0,4.0,130.0,1011.7
2015,5,2,9,2.9,-0.6,78.0,9.0,120.0,1011.5
2015,5,2,10,3.7,-1.1,71.0,8.0,90.0,1011.5
2015,5,2,11,4.6,-1.4,65.0,9.0,170.0,1011.3
2015,5,2,12,4.9,-0.7,67.0,9.0,180.0,1011.0
2015,5,2,13,6.6,1.3,69.0,12.0,180.0,1010.4
2015,5,2,14,7.6,1.9,67.0,11.0,170.0,1010.0
2015,5,2,15,8.6,1.5,61.0,14.0,170.0,1009.4
2015,5,2,16,9.2,2.3,62.0,17.0,160.0,1009.0
2015,5,2,17,9.7,2.8,62.0,13.0,160.0,1008.8
2015,5,2,18,9.5,3.1,64.0,12.0,160.0,1008.6
2015,5,2,19,8.5,2.8,67.0,9.0,160.0,1008.8
2015,5,2,20,6.3,2.6,77.0,9.0,160.0,1009.2
2015,5,2,21,3.3,1.4,87.0,7.0,110.0,1009.7
2015,5,2,22,1.8,1.2,96.0,4.0,70.0,1010.2
2015,5,2,23,1.7,0.4,91.0,3.0,120.0,1010.7
2015,5,3,0,1.2,-0.1,91.0,10.0,160.0,1010.9
2015,5,3,1,2.5,0.9,89.0,10.0,200.0,1010.8
2015,5,3,2,2.4,0.5,87.0,12.0,190.0,1010.7
2015,5,3,3,0.6,-0.4,93.0,11.0,180.0,1010.3
2015,5,3,4,1.4,0.4,93.0,9.0,190.0,1010.3
2015,5,3,5,0.6,0.0,96.0,7.0,140.0,1010.4
2015,5,3,6,1.5,0.8,95.0,6.0,150.0,1010.9
2015,5,3,7,4.1,1.8,85.0,7.0,220.0,1011.6
2015,5,3,8,6.8,2.5,74.0,7.0,240.0,1012.0
2015,5,3,9,8.4,2.4,66.0,5.0,260.0,1012.4
2015,5,3,10,10.1,2.3,58.0,8.0,60.0,1012.5
2015,5,3,11,11.0,2.9,57.0,8.0,340.0,1012.8
